Employee_ID,Age,Marital_Status,Distance_From_Home,Department,Job_Role,Business_Travel,Education_Field,Monthly_Income,Years_At_Company,Years_Since_Promotion,Job_Satisfaction,Performance_Rating,Work_Life_Balance,Attrition
EMP_5008,53.0,S,26.0,Human Resources,Supply Chain Manager,Non-Travel,Med,6437.0,20,10,3.0,4,3,Yes
EMP_8933,25.0, Married ,17.0,Legal,Marketing Manager,Travel_Rarely,Medical,TBD,14,10,1.0,4,2,No
EMP_9084,46.0,D,22.0,Manufacturing,Analyst ,Travel_Rarely,Life Sciences,17491.0,19,3,2.0,4,1,N
EMP_5664,37.0,Single,,Finance,Production Technician,Travel_Rarely,Medical,20046.0,5,5,1.0,2,4,NO
EMP_7271,23.0,M,8.0,Marketing,Production Technician,Travel_Rarely,Technical Degree,17146.0,19,6,3.0,2,4,yes
EMP_5914,51.0,S,12.0,Sales,Operations Manager,Non-Travel,Other,,2,1,4.0,2,4,YES
EMP_4700,40.0,,15.0,Operations,Sales Executive,Travel_Frequently,Med,8207.0,5,0,3.0,3,3,YES
EMP_1280,39.0,married,6.0,Operations,Recruiter,Non-Travel,MBA,18740.0,8,7,2.0,2,1,YES
EMP_6114,30.0,Divorced,6.0,IT,Research Scientist,Travel_Rarely,Marketing,50000.0,12,7,1.0,3,3,NO
EMP_4402,48.0,S,10.0,Finance,Operations Manager,Non-Travel,Life Sciences,8255.0,2,2,4.0,1,1,N
EMP_8993,51.0,Single,12.0,Sales,Supply Chain Manager,Travel_Rarely,Life Sci,4980.0,20,10,4.0,1,1,
EMP_1027,44.0,D,29.0,Marketing,Research Scientist,Travel_Frequently,Technical Degree,9678.0,8,7,4.0,4,4,NO
EMP_3944,43.0,single ,3.0,Research & Development,Paralegal,Non-Travel,Arts,13328.0,15,2,1.0,2,4,yes
EMP_7670,22.0,single ,21.0,Human Resources,IT Manager,Travel_Frequently,Life Sci,7811.0,12,0,1.0,3,2,YES
EMP_2462,53.0,single ,14.0,Customer Support,Operations Manager,Non-Travel,Arts,6790.0,13,7,3.0,4,1,NO
EMP_4120,23.0,M,20.0,Finance,IT Manager,Travel_Rarely,Technical Degree,20926.0,7,2,4.0,4,2,
EMP_5788,25.0,D,29.0,Marketing,Software Engineer,Travel_Rarely,Medical,24985.0,15,4,2.0,2,4,no
EMP_3281,28.0,D,2.0,Research & Development,Marketing Manager,Non-Travel,Marketing,21039.0,5,2,1.0,2,4,YES
EMP_9415,22.0,Married,11.0,Marketing,Customer Service Rep,Travel_Rarely,Medical,3430.0,6,1,1.0,3,1,no
EMP_5053,36.0,M,4.0,Research & Development,Finance Analyst,Travel_Frequently,Arts,50000.0,14,7,3.0,1,3,Y
EMP_2912,,Single,24.0,IT,Operations Manager,Travel_Rarely,Other,22912.0,13,3,4.0,1,4,Y
EMP_1794,38.0,married,16.0,Finance,Marketing Executive,Travel_Rarely,Life Sciences,16058.0,4,3,3.0,1,3,Y
EMP_6233,999.0, Married ,12.0,Research & Development,Sales Representative,Travel_Rarely,MBA,10135.0,14,9,3.0,4,2,Y
EMP_6368,47.0,Single,2.0,Manufacturing,Supply Chain Manager,Travel_Frequently,Med,4106.0,6,6,3.0,1,1,Y
EMP_4910,31.0,M,8.0,Marketing,Supply Chain Manager,Non-Travel,Arts,6496.0,17,2,4.0,2,2,Y
EMP_2740,38.0,Single,11.0,Marketing,Marketing Executive,Non-Travel,Med,7851.0,14,2,2.0,1,3,NO
EMP_2521,41.0,M,10.0,Sales,IT Manager,Travel_Frequently,Marketing,7317.0,6,2,2.0,2,3,No
EMP_1547,24.0,S,13.0,Customer Support,Production Technician,Travel_Rarely,Marketing,18073.0,19,10,3.0,3,3,No
EMP_2329,54.0,single ,26.0,Legal,Customer Service Rep,Travel_Frequently,Medical,19273.0,16,7,4.0,4,3,No
EMP_2252,22.0,Single,29.0,Manufacturing,Accountant,Travel_Frequently,Marketing,Unknown,16,10,3.0,2,4,NO
EMP_9184,41.0,Divorced,10.0,Marketing,Supply Chain Manager,Non-Travel,Medical,20570.0,12,3,1.0,3,3,Y
EMP_1326,43.0,Single,14.0,Marketing,Lab Technician,Travel_Rarely,MBA,24130.0,18,10,3.0,4,1,NO
EMP_5620,36.0,married,20.0,Marketing,Customer Service Rep,Travel_Frequently,Arts,9978.0,3,0,1.0,3,3,Yes
EMP_6433,,married,11.0,Human Resources,Finance Analyst,Non-Travel,Med,,7,4,3.0,3,1,NO
EMP_8377,32.0,S,14.0,Manufacturing,Research Scientist,Travel_Frequently,Life Sciences,19728.0,16,6,2.0,2,4,
EMP_9415,25.0,S,1.0,Research & Development,Recruiter,Travel_Rarely,Technical Degree,50000.0,3,1,1.0,1,2,yes
EMP_5694,38.0,Married,22.0,Marketing,Recruiter,Travel_Frequently,Other,9336.0,10,9,2.0,1,4,
EMP_7307,36.0,D,22.0,Customer Support,Exec,Travel_Rarely,Arts,16835.0,9,6,1.0,1,2,No
EMP_6558,60.0,S,7.0,Legal,Manufacturing Director,Travel_Rarely,Life Sciences,9041.0,18,9,3.0,3,2,no
EMP_2459,58.0, Married ,3.0,Human Resources,Sales Executive,Non-Travel,MBA,5481.0,2,0,3.0,2,2,Y
EMP_4010,42.0,S,29.0,IT,IT Manager,Travel_Frequently,Technical Degree,15042.0,6,1,2.0,2,3,yes
EMP_5585,30.0, Married ,20.0,Manufacturing,Supply Chain Manager,Non-Travel,Marketing,13019.0,17,8,3.0,1,3,
EMP_7709,50.0,M,30.0,Sales,Lab Technician,Travel_Rarely,Marketing,3151.0,1,1,,2,4,No
EMP_7427,53.0,M,28.0,Manufacturing,Finance Analyst,Travel_Rarely,Marketing,13291.0,12,7,1.0,3,4,
EMP_4471,43.0,S,30.0,Operations,Sales Executive,Travel_Rarely,Medical,16095.0,8,1,3.0,3,2,
EMP_2796,23.0, Married ,30.0,Operations,Marketing Executive,Travel_Rarely,Other,23444.0,9,5,4.0,3,2,
EMP_4068,46.0,S,7.0,Research & Development,Paralegal,Non-Travel,Life Sci,9142.0,16,5,1.0,3,2,No
EMP_6838,22.0,S,8.0,Operations,Research Scientist,Non-Travel,MBA,5300.0,4,0,3.0,2,1,N
EMP_3581,54.0,M,29.0,Marketing,Sales Executive,Non-Travel,Life Sci,21229.0,16,0,3.0,4,1,yes
EMP_3028,29.0,Single,24.0,Research & Development,Software Engineer,Travel_Frequently,Life Sciences,4964.0,12,4,,4,3,no
EMP_8260,45.0,S,5.0,Legal,HR Manager,Non-Travel,Arts,19110.0,11,3,1.0,2,4,yes
EMP_9100,24.0,Divorced,11.0,Customer Support,Supply Chain Manager,Non-Travel,Other,,3,1,4.0,4,2,NO
EMP_4678,23.0,Single,17.0,Legal,Sales Representative,Travel_Rarely,Life Sci,24541.0,18,2,2.0,2,4,no
EMP_1981,51.0,D,9.0,Manufacturing,Lab Technician,Travel_Frequently,Marketing,23903.0,18,9,4.0,2,2,
EMP_9228,26.0,M,7.0,,Paralegal,Non-Travel,Marketing,7692.0,9,6,3.0,4,3,No
EMP_6861,23.0,married,4.0,Research & Development,Marketing Executive,Travel_Rarely,Arts,8895.0,11,6,2.0,3,2,NO
EMP_8369,59.0,married,20.0,Finance,Operations Manager,Travel_Frequently,Life Sciences,11697.0,9,6,1.0,4,3,YES
EMP_5219,30.0,married,7.0,Operations,Production Technician,Travel_Frequently,Technical Degree,10600.0,18,10,3.0,1,3,
EMP_4228,36.0,Divorced,6.0,Operations,Paralegal,Non-Travel,Med,6117.0,12,5,4.0,1,4,No
EMP_4459,,Married,30.0,Sales,Production Technician,Travel_Frequently,Life Sci,18913.0,7,2,1.0,3,4,NO
EMP_1540,30.0,M,17.0,IT,Support Specialist,Travel_Rarely,MBA,14260.0,8,7,1.0,3,3,
EMP_9092,26.0, Married ,5.0,Sales,IT Manager,Travel_Rarely,MBA,18690.0,5,2,1.0,4,2,no
EMP_1309,47.0,M,7.0,Human Resources,HR Manager,Non-Travel,Life Sciences,20362.0,1,0,1.0,4,4,yes
EMP_5056,44.0,married,12.0,IT,Customer Service Rep,Non-Travel,Medical,16498.0,12,0,2.0,3,1,NO
EMP_6677,40.0,Divorced,4.0,Finance,Software Engineer,Non-Travel,Other,15486.0,17,6,1.0,3,1,no
EMP_7288,39.0,S,,Sales,Marketing Executive,Travel_Rarely,Med,7852.0,1,1,3.0,1,4,
EMP_4353,52.0,Divorced,5.0,Human Resources,Lab Technician,Non-Travel,Med,Negotiable,9,9,4.0,3,2,yes
EMP_6670,44.0,Married,20.0,Human Resources,Finance Analyst,Travel_Rarely,Arts,22244.0,18,5,4.0,2,4,Y
EMP_7978,48.0,Married,21.0,Human Resources,Marketing Executive,Travel_Rarely,Arts,5385.0,7,0,4.0,3,1,
EMP_7336,58.0, Married ,30.0,IT,Marketing Manager,Non-Travel,Med,19619.0,4,2,4.0,3,2,
EMP_7382,39.0,Divorced,20.0,Finance,Supply Chain Manager,Travel_Rarely,Life Sci,6246.0,2,0,3.0,4,2,YES
EMP_6678,39.0,Divorced,16.0,Operations,Manager,Travel_Frequently,Arts,5171.0,1,1,2.0,2,1,
EMP_6393,55.0,Divorced,21.0,Marketing,Accountant,Travel_Rarely,MBA,,6,2,3.0,3,3,no
EMP_5683,23.0,Married,21.0,Research & Development,Sales Representative,Travel_Frequently,Technical Degree,15087.0,19,2,2.0,1,2,NO
EMP_2374,36.0,,2.0,Customer Support,Accountant,Travel_Frequently,Life Sci,16325.0,2,2,1.0,1,4,
EMP_7771,40.0,,29.0,Finance,Research Scientist,Travel_Frequently,Medical,12342.0,3,0,3.0,3,1,NO
EMP_6176,26.0, Married ,26.0,Manufacturing,Operations Manager,Travel_Frequently,Arts,7734.0,16,2,3.0,4,3,Y
EMP_3655,52.0,Single,,Human Resources,Manager,Non-Travel,Med,24073.0,6,4,1.0,2,4,NO
EMP_1602,35.0,married,2.0,Customer Support,Manufacturing Director,Non-Travel,Med,20331.0,1,0,1.0,3,1,yes
EMP_9700,59.0,S,4.0,Marketing,Marketing Executive,Travel_Frequently,Medical,22394.0,11,4,1.0,3,3,Y
EMP_4522,28.0,M,12.0,Legal,IT Manager,Non-Travel,Marketing,3664.0,9,1,4.0,3,3,no
EMP_9443,56.0,S,11.0,Customer Support,Finance Analyst,Non-Travel,MBA,9556.0,14,6,3.0,2,4,no
EMP_2644,27.0, Married ,9.0,Operations,Support Specialist,Travel_Rarely,Other,15624.0,18,10,1.0,1,4,Y
EMP_2902,49.0,Single,9.0,HR ,Sales Executive,Travel_Frequently,Marketing,19393.0,2,1,2.0,1,2,no
EMP_9549,27.0,Divorced,22.0,Sales,Production Technician,Travel_Frequently,Arts,12580.0,4,0,3.0,4,2,Yes
EMP_4683,35.0,married,12.0,IT,Operations Manager,Travel_Rarely,Life Sci,7648.0,20,0,1.0,3,4,YES
EMP_7023,39.0,D,23.0,Customer Support,Marketing Executive,Non-Travel,Medical,12180.0,9,0,3.0,3,1,YES
EMP_6232,43.0,Single,6.0,Customer Support,Operations Manager,Non-Travel,Life Sci,19985.0,200,10,2.0,4,1,yes
EMP_6657,51.0,married,7.0,Operations,IT Manager,Travel_Frequently,Other,17901.0,7,2,4.0,3,4,No
EMP_7292,42.0,M,25.0,Research & Development,Research Scientist,Travel_Rarely,Other,10586.0,8,1,2.0,1,1,No
EMP_5404,45.0,married,24.0,Legal,Legal Counsel,Travel_Frequently,MBA,8982.0,10,9,1.0,2,4,
EMP_3280,46.0,Divorced,3.0,Marketing,Production Technician,Travel_Frequently,Marketing,15619.0,12,5,2.0,4,3,No
EMP_2814,22.0,,13.0,Human Resources,Support Specialist,Travel_Rarely,Med,17349.0,16,8,4.0,2,4,NO
EMP_9762,41.0,S,13.0,Manufacturing,Software Engineer,Travel_Rarely,Marketing,10355.0,20,8,3.0,2,4,
EMP_5013,30.0,M,1.0,Marketing,Supply Chain Manager,Travel_Rarely,Life Sciences,TBD,19,0,1.0,2,4,YES
EMP_2029,52.0,single ,12.0,Finance,Operations Manager,Non-Travel,Technical Degree,4324.0,8,7,2.0,3,4,N
EMP_9772,44.0,married,6.0,Marketing,Support Specialist,Travel_Rarely,Life Sciences,10855.0,8,4,2.0,3,1,yes
EMP_6962,23.0,married,20.0,IT,Paralegal,Travel_Frequently,Technical Degree,15615.0,10,3,3.0,2,1,Yes
EMP_1911,28.0,Married,16.0,IT,Recruiter,Travel_Frequently,Marketing,3807.0,17,7,4.0,2,3,N
EMP_5768,35.0,single ,14.0,Legal,IT Manager,Travel_Frequently,Marketing,13766.0,10,10,1.0,1,1,no
EMP_1200,35.0, Married ,19.0,Finance,Marketing Manager,Travel_Frequently,Life Sci,8192.0,3,3,2.0,2,1,no
EMP_4057,41.0,,18.0,Research & Development,Operations Manager,Travel_Rarely,Life Sci,5428.0,18,2,,4,3,No
EMP_5380,60.0,Married,8.0,Legal,Lab Technician,Non-Travel,Med,9213.0,11,6,2.0,4,2,No
EMP_6734,56.0, Married ,1.0,Marketing,Accountant,Travel_Frequently,Life Sci,13599.0,20,5,1.0,3,2,yes
EMP_8636,51.0,D,7.0,Manufacturing,Sales Executive,Travel_Rarely,Technical Degree,,14,4,1.0,1,4,N
EMP_1586,31.0,S,24.0,Customer Support,Finance Analyst,Non-Travel,Other,14861.0,15,5,4.0,3,1,YES
EMP_9771,57.0,Married,1.0,Manufacturing,Marketing Manager,Travel_Rarely,Other,21724.0,7,3,2.0,1,2,
EMP_1312,26.0,single ,13.0,Marketing,Operations Manager,Travel_Frequently,MBA,24639.0,9,5,1.0,1,3,
EMP_3748,42.0,,5.0,Human Resources,Accountant,Travel_Rarely,Life Sci,12976.0,200,4,3.0,2,2,No
EMP_9404,28.0,,28.0,Customer Support,Customer Service Rep,Travel_Frequently,Marketing,50000.0,3,1,3.0,1,1,
EMP_6490,55.0,D,21.0,Legal,Finance Analyst,Travel_Rarely,Life Sciences,10557.0,11,4,1.0,2,1,YES
EMP_6209,30.0,,26.0,Marketing,Operations Manager,Non-Travel,Technical Degree,9214.0,7,6,3.0,3,2,NO
EMP_4124,53.0, Married ,9.0,Human Resources,HR Manager,Travel_Rarely,Life Sci,10397.0,15,2,1.0,1,1,Stay
EMP_1845,27.0,Single,26.0,Operations,HR Manager,Travel_Rarely,Medical,22055.0,10,7,4.0,1,2,NO
EMP_8892,60.0,single ,11.0,Human Resources,HR Manager,Travel_Frequently,Other,10442.0,17,5,3.0,2,3,Yes
EMP_3993,22.0,married,12.0,Sales,Supply Chain Manager,Non-Travel,Life Sciences,10274.0,10,7,3.0,4,2,YES
EMP_2090,31.0, Married ,4.0,Customer Support,Support Specialist,Travel_Frequently,Life Sci,18339.0,16,5,1.0,4,2,
EMP_2373,22.0,,19.0,Marketing,Operations Manager,Non-Travel,Technical Degree,23363.0,2,1,2.0,3,1,Y
EMP_5082,46.0,S,21.0,Sales,Manufacturing Director,Travel_Frequently,Life Sciences,15640.0,2,0,2.0,3,1,Active
EMP_6456,30.0,,11.0,Research & Development,Software Engineer,Travel_Rarely,Other,4447.0,3,3,4.0,1,2,no
EMP_2788,57.0,single ,12.0,Operations,Software Engineer,NO,Life Sci,20914.0,3,0,1.0,2,2,
EMP_9589,52.0,married,18.0,Manufacturing,HR Manager,Travel_Frequently,Life Sci,9491.0,16,6,2.0,3,1,1
EMP_5693,53.0,Single,7.0,,IT Manager,Non-Travel,Other,18032.0,4,1,4.0,4,1,YES
EMP_2415,57.0,S,15.0,Human Resources,Research Scientist,Travel_Rarely,Medical,8900.0,12,3,4.0,3,2,
EMP_9684,45.0,single ,29.0,Operations,Production Technician,Non-Travel,Technical Degree,15542.0,7,5,2.0,4,2,yes
EMP_4627,42.0, Married ,6.0,Manufacturing,IT Manager,Travel_Frequently,Other,20443.0,9,0,1.0,3,4,Y
EMP_1918,54.0,Divorced,8.0,Research & Development,Manufacturing Director,Travel_Frequently,MBA,8343.0,5,2,4.0,4,4,Yes
EMP_4172,44.0,Divorced,19.0,Customer Support,Recruiter,Travel_Rarely,Technical Degree,19746.0,10,3,4.0,3,3,Yes
EMP_9483,60.0, Married ,24.0,Legal,Production Technician,Travel_Frequently,Arts,23087.0,12,6,1.0,2,1,Y
EMP_4566,41.0,single ,25.0,Human Resources,Manufacturing Director,Travel_Rarely,Marketing,6891.0,20,6,2.0,4,2,yes
EMP_4919,37.0,S,20.0,Customer Support,Finance Analyst,Travel_Rarely,Life Sciences,7060.0,9,6,1.0,2,3,Y
EMP_1071,55.0,Single,21.0,Legal,Support Specialist,Travel_Frequently,Technical Degree,7636.0,5,4,2.0,3,1,
EMP_2247,56.0,M,10.0,Finance,Research Scientist,Non-Travel,Other,13467.0,200,3,2.0,2,2,
EMP_6416,55.0,married,28.0,Human Resources,IT Manager,Travel_Frequently,Arts,10815.0,18,2,1.0,4,4,Y
EMP_5693,22.0,M,20.0,Research & Development,Paralegal,Travel_Rarely,Technical Degree,7644.0,11,5,1.0,1,1,Y
EMP_4220,36.0,Divorced,1.0,Sales,Production Technician,Travel_Rarely,Med,9042.0,18,7,2.0,1,3,Y
EMP_7274,55.0,Married,19.0,Operations,Manufacturing Director,Non-Travel,Medical,20312.0,1,1,,3,4,
EMP_7097,57.0,M,2.0,Legal,Marketing Executive,Non-Travel,Life Sciences,10042.0,1,1,4.0,1,2,
EMP_3125,41.0,S,17.0,Manufacturing,Finance Analyst,Travel_Frequently,Arts,9402.0,1,1,,2,2,N
EMP_4114,31.0,S,30.0,Finance,Supply Chain Manager,Travel_Rarely,Medical,19080.0,6,1,3.0,1,4,yes
EMP_2917,56.0,S,21.0,Customer Support,Research Scientist,Travel_Rarely,MBA,11859.0,3,0,4.0,4,3,
EMP_9088,23.0,S,,Manufacturing,Production Technician,Travel_Rarely,Arts,5191.0,3,0,4.0,2,2,N
EMP_6514,Unknown,M,2.0,Manufacturing,HR Manager,Travel_Frequently,Med,,4,1,2.0,4,4,Yes
EMP_8299,38.0,,13.0,Customer Support,Recruiter,Non-Travel,Marketing,,10,7,1.0,1,1,Y
EMP_6679,60.0,D,20.0,Legal,Marketing Executive,Travel_Frequently,Arts,17756.0,20,3,1.0,4,3,
EMP_4014,999.0,single ,3.0,Customer Support,Marketing Executive,Travel_Rarely,Medical,18483.0,16,5,1.0,2,1,Y
EMP_1920,55.0,M,26.0,Human Resources,Marketing Executive,Travel_Rarely,Med,9163.0,14,5,1.0,1,4,Yes
EMP_1638,45.0,married,7.0,,Legal Counsel,Travel_Frequently,Life Sciences,4768.0,3,2,2.0,4,4,
EMP_8317,56.0,S,9.0,Manufacturing,Legal Counsel,Travel_Rarely,Technical Degree,-100.0,11,5,3.0,2,2,
EMP_1271,26.0,M,12.0,Operations,Marketing Manager,Non-Travel,MBA,24001.0,15,4,4.0,2,1,True
EMP_7373,23.0,Single,13.0,IT,Production Technician,Non-Travel,Medical,9654.0,2,2,2.0,1,2,No
EMP_2342,38.0,D,2.0,Operations,Finance Analyst,Non-Travel,MBA,15357.0,5,4,,2,3,N
EMP_6056,28.0,Divorced,2.0,Legal,Research Scientist,Non-Travel,Other,7867.0,8,4,1.0,1,1,N
EMP_3815,26.0,M,20.0,Sales,IT Manager,Non-Travel,Medical,11158.0,13,2,3.0,4,1,
EMP_1100,28.0,S,28.0,Research & Development,IT Manager,Travel_Frequently,Arts,10594.0,18,3,3.0,3,2,No
EMP_9373,51.0,,28.0,Finance,IT Manager,Travel_Rarely,Life Sci,,17,5,3.0,2,2,Yes
EMP_4662,46.0,single ,30.0,Research & Development,Legal Counsel,Non-Travel,Medical,15505.0,18,6,2.0,1,3,no
EMP_7756,25.0,Divorced,17.0,Manufacturing,HR Manager,Travel_Rarely,Marketing,4108.0,3,0,1.0,1,2,
EMP_2457,59.0,M,27.0,Operations,HR Manager,Travel_Frequently,Med,23522.0,7,2,1.0,1,1,Yes
EMP_8909,46.0,Single,6.0,Marketing,Finance Analyst,Travel_Rarely,Life Sci,5457.0,18,1,,2,1,No
EMP_2413,55.0,,12.0,Customer Support,IT Manager,Travel_Frequently,Marketing,8402.0,6,4,4.0,4,1,Y
EMP_1623,58.0,married,12.0,Finance,Finance Analyst,Travel_Rarely,Other,11925.0,8,1,2.0,4,2,no
EMP_4762,49.0,Single,7.0,Finance,Sales Representative,Travel_Frequently,Med,19049.0,20,8,2.0,4,2,Y
EMP_5433,50.0,single ,13.0,Legal,Customer Service Rep,Travel_Rarely,Medical,8899.0,10,8,4.0,3,3,No
EMP_2751,24.0,S,27.0,IT,Support Specialist,Travel_Frequently,Other,21267.0,17,10,3.0,1,2,
EMP_7726,24.0,Divorced,5.0,Manufacturing,Marketing Executive,Travel_Rarely,Other,50000.0,9,1,2.0,4,1,YES
EMP_1930,60.0,Married,13.0,Manufacturing,IT Manager,Non-Travel,Arts,8372.0,18,10,4.0,4,4,N
EMP_7615,47.0,married,27.0,IT,Support Specialist,Travel_Frequently,Life Sci,6165.0,18,5,2.0,4,1,
EMP_6595,58.0,Married,25.0,Marketing,Research Scientist,Travel_Frequently,MBA,9567.0,17,10,4.0,4,1,yes
EMP_3157,24.0,Single,24.0,Customer Support,Supply Chain Manager,Non-Travel,Life Sciences,20366.0,1,1,1.0,4,4,Y
EMP_6382,26.0,M,26.0,Customer Support,Sales Representative,Travel_Rarely,Life Sciences,21719.0,10,0,4.0,1,2,N
EMP_8006,35.0,single ,22.0,Sales,Supply Chain Manager,Travel_Frequently,Arts,14621.0,13,10,2.0,3,1,YES
EMP_8714,32.0,M,18.0,Sales,Production Technician,Travel_Frequently,Technical Degree,17506.0,10,9,1.0,3,3,YES
EMP_3767,59.0,Married,23.0,Legal,Manufacturing Director,Travel_Frequently,Technical Degree,6737.0,1,1,4.0,1,1,Y
EMP_9704,26.0,D,5.0,Finance,Paralegal,Travel_Frequently,Medical,15225.0,15,9,2.0,2,1,no
EMP_7359,50.0, Married ,22.0,Finance,Manufacturing Director,Travel_Rarely,Other,8643.0,15,2,1.0,4,2,False
EMP_3667,53.0,single ,4.0,IT,Customer Service Rep,Non-Travel,Medical,12995.0,6,1,4.0,2,4,yes
EMP_1148,25.0,single ,10.0,IT,Sales Executive,Non-Travel,Marketing,4301.0,8,2,3.0,1,4,
EMP_6406,24.0, Married ,7.0,Legal,Customer Service Rep,Travel_Frequently,Life Sci,19954.0,18,9,4.0,4,1,Yes
EMP_1175,41.0,,4.0,Finance,Recruiter,Travel_Frequently,Medical,19562.0,14,9,4.0,1,2,
EMP_6045,49.0,M,9.0,Research & Development,Manufacturing Director,Travel_Rarely,Arts,12903.0,17,8,4.0,2,3,no
EMP_9598,33.0,Divorced,4.0,Finance,Sales Executive,Travel_Rarely,Arts,5952.0,10,0,4.0,2,2,YES
EMP_5083,57.0,Single,8.0,Human Resources,Customer Service Rep,Travel_Frequently,Life Sciences,11355.0,5,3,4.0,4,3,N
EMP_5958,29.0,Divorced,10.0,Human Resources,Research Scientist,Travel_Frequently,Medical,5073.0,100,1,4.0,4,1,No
EMP_1997,57.0,Single,5.0,Human Resources,Support Specialist,Often,MBA,19459.0,2,1,1.0,4,3,No
EMP_2692,33.0,Married,11.0,Sales,Lab Technician,Travel_Frequently,Life Sci,7265.0,12,10,3.0,2,3,
EMP_4834,57.0,married,16.0,Marketing,Legal Counsel,Travel_Frequently,Med,17522.0,12,8,2.0,1,3,No
EMP_6544,50.0,D,26.0,Legal,Research Scientist,Non-Travel,Life Sci,8301.0,4,1,4.0,1,1,yes
EMP_9714,58.0,Single,27.0,Sales,Support Specialist,Travel_Rarely,Technical Degree,23804.0,7,2,2.0,4,3,N
EMP_9286,26.0,S,10.0,Human Resources,Research Scientist,Non-Travel,MBA,21254.0,10,9,1.0,1,1,no
EMP_8258,42.0, Married ,15.0,Finance,Lab Technician,Travel_Rarely,Life Sci,8627.0,8,1,3.0,3,1,no
EMP_8177,41.0,Married,9.0,Research & Development,Operations Manager,Non-Travel,Arts,14257.0,10,7,3.0,4,4,no
EMP_9125,44.0,,19.0,Legal,HR Manager,Non-Travel,Technical Degree,16328.0,15,5,4.0,4,2,Yes
EMP_1043,55.0, Married ,3.0,Human Resources,HR Manager,Travel_Frequently,Life Sci,5665.0,16,3,1.0,2,4,
EMP_4154,55.0,single ,12.0,Marketing,Paralegal,Travel_Frequently,Med,20481.0,15,7,3.0,3,1,No
EMP_8705,47.0,Single,3.0,Legal,Production Technician,Travel_Rarely,Technical Degree,18830.0,4,4,4.0,4,2,Yes
EMP_3700,36.0,S,7.0,Sales,Sales Representative,Non-Travel,Life Sciences,5992.0,20,2,2.0,2,4,Y
EMP_8089,27.0,Divorced,26.0,IT,Legal Counsel,Travel_Frequently,Life Sciences,12121.0,11,0,1.0,1,1,no
EMP_6661,50.0,M,16.0,Finance,Software Engineer,Travel_Frequently,Technical Degree,12268.0,9,4,1.0,4,3,
EMP_8477,36.0,Single,2.0,Finance,Marketing Executive,Travel_Frequently,Marketing,18117.0,5,1,,1,2,Y
EMP_2562,26.0,,24.0,IT,Research Scientist,,Life Sci,13639.0,16,2,4.0,1,1,NO
EMP_6742,40.0,married,16.0,Sales,Software Engineer,Travel_Frequently,Marketing,5526.0,19,5,2.0,1,4,No
EMP_6580,37.0,Divorced,21.0,Marketing,Paralegal,Travel_Frequently,MBA,18421.0,1,0,4.0,3,4,NO
EMP_2837,TBD,D,27.0,Human Resources,Recruiter,Travel_Rarely,Life Sciences,4691.0,3,2,1.0,4,1,Y
EMP_1069,24.0,D,21.0,Manufacturing,Marketing Executive,Travel_Rarely,MBA,4761.0,19,6,4.0,1,4,N
EMP_4100,50.0,single ,13.0,Legal,Research Scientist,Travel_Frequently,Other,22829.0,6,1,1.0,1,1,
EMP_3755,48.0,M,14.0,IT,Sales Executive,Travel_Frequently,Marketing,21820.0,4,4,4.0,2,4,NO
EMP_4683,25.0,Divorced,17.0,Sales,Accountant,Travel_Rarely,Life Sciences,23693.0,17,6,4.0,2,3,
EMP_6170,59.0,,23.0,Marketing,Finance Analyst,Travel_Rarely,Other,21497.0,13,10,3.0,2,3,Yes
EMP_9381,40.0,S,26.0,Marketing,Manufacturing Director,Non-Travel,Marketing,16054.0,2,1,4.0,3,1,yes
EMP_2776,55.0,single ,30.0,Legal,Manufacturing Director,Non-Travel,Life Sci,-500.0,10,5,3.0,4,4,
EMP_7443,31.0,D,9.0,Human Resources,Sales Representative,Non-Travel,Marketing,,18,2,2.0,4,4,NO
EMP_9177,36.0,Married,12.0,Marketing,Supply Chain Manager,Non-Travel,Medical,24931.0,20,4,2.0,2,2,
EMP_4359,60.0,D,16.0,Legal,Accountant,Non-Travel,Marketing,23272.0,8,2,4.0,2,3,Y
EMP_6080,58.0,Divorced,27.0,TBD,Marketing Manager,Travel_Rarely,Other,18995.0,9,8,3.0,1,2,NO
EMP_9166,35.0,Married,13.0,Operations,Manufacturing Director,Travel_Frequently,Life Sciences,11277.0,15,9,1.0,1,2,
EMP_2471,26.0,Divorced,20.0,IT,HR Manager,Often,Technical Degree,24365.0,16,1,,4,4,N
EMP_4655,,M,29.0,Finance,Marketing Executive,Travel_Rarely,Other,17314.0,3,3,1.0,1,2,N
EMP_6927,37.0,,1.0,Operations,Customer Service Rep,Travel_Frequently,Other,6911.0,9,7,,4,1,NO
EMP_8856,29.0,single ,16.0,Research & Development,Customer Service Rep,Non-Travel,Life Sci,Unknown,17,3,1.0,4,4,YES
EMP_6857,36.0,D,5.0,Customer Support,Marketing Manager,Travel_Frequently,Life Sciences,15247.0,8,3,2.0,3,1,Y
EMP_2994,52.0,M,17.0,Sales,Finance Analyst,Travel_Rarely,Other,23147.0,8,8,2.0,3,4,YES
EMP_8305,36.0,Divorced,7.0,Customer Support,Manufacturing Director,Non-Travel,Marketing,18289.0,9,1,3.0,4,3,N
EMP_7265,29.0,M,14.0,Research & Development,Operations Manager,Travel_Rarely,Other,6754.0,3,2,3.0,1,3,N
