EmployeeID,Age,MaritalStatus,DistanceFromHome,Department,JobRole,BusinessTravel,EducationField,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,Performance_Rating,Work_Life_Balance,Attrition,Attrition_Predicted,Probability,Risk
EMP_3228,30.0,Married,23.0,Human Resources,Manufacturing Director,Non-Travel,Marketing,6103.0,15,5,1.0,2,3,1,1,64.95,High Risk
EMP_5972,46.0,Single,17.0,Human Resources,Sales Representative,Travel_Rarely,Other,3814.0,12,1,1.0,4,4,1,1,63.08,High Risk
EMP_3319,49.0,Single,16.0,Sales,Recruiter,Travel_Frequently,Other,19277.0,13,9,2.0,2,1,1,1,61.42,High Risk
EMP_1088,55.0,Unknown,7.0,Sales,Customer Service Rep,Non-Travel,Life Sciences,10958.0,3,0,4.0,2,3,1,1,67.36,High Risk
EMP_8167,24.0,Married,16.0,Finance,Marketing Executive,Non-Travel,Arts,20758.0,7,0,1.0,4,4,1,1,60.73,High Risk
EMP_9287,24.0,Single,28.0,Manufacturing,Accountant,Non-Travel,Marketing,21814.0,5,2,2.0,4,4,1,1,64.79,High Risk
EMP_7125,57.0,Married,29.0,Operations,Production Technician,Travel_Rarely,Other,11033.0,15,4,4.0,1,4,1,1,64.23,High Risk
EMP_6458,48.0,Single,25.0,Operations,Research Scientist,Travel_Rarely,Life Sciences,18437.0,4,2,2.0,4,4,1,1,65.44,High Risk
EMP_5102,23.0,Married,13.0,Finance,IT Manager,Non-Travel,Arts,19456.0,11,9,4.0,4,2,1,1,62.41,High Risk
EMP_8250,53.0,Divorced,20.0,Customer Support,Sales Executive,Non-Travel,Marketing,9096.0,16,4,1.0,2,3,1,1,66.03,High Risk
EMP_8001,26.0,Divorced,30.0,Legal,HR Manager,Travel_Rarely,Life Sciences,17808.0,7,2,1.0,4,2,1,1,61.95,High Risk
EMP_6222,37.0,Single,8.0,Customer Support,Production Technician,Travel_Frequently,Life Sciences,20001.0,17,2,3.0,2,1,1,1,62.8,High Risk
EMP_1862,49.0,Married,13.0,IT,Legal Counsel,Non-Travel,Marketing,14740.0,2,0,1.0,4,4,1,1,66.27,High Risk
EMP_3885,52.0,Married,3.0,Legal,Accountant,Travel_Rarely,Marketing,19251.0,40,3,2.0,3,1,1,1,69.6,High Risk
EMP_5754,39.0,Unknown,4.0,IT,Research Scientist,Non-Travel,Technical Degree,6290.0,16,7,3.0,4,1,1,1,70.3,High Risk
EMP_9502,52.0,Married,7.0,IT,Customer Service Rep,Travel_Frequently,Life Sciences,17619.0,3,2,4.0,4,4,1,1,62.92,High Risk
EMP_5847,33.0,Married,3.0,Human Resources,Research Scientist,Non-Travel,Life Sciences,12809.0,12,7,3.0,2,4,1,1,61.52,High Risk
EMP_9134,48.0,Married,26.0,Operations,IT Manager,Travel_Frequently,Marketing,13274.0,40,3,4.0,3,1,1,1,67.56,High Risk
EMP_6269,47.0,Unknown,29.0,Operations,Support Specialist,Travel_Rarely,Arts,12028.0,20,1,2.0,4,3,1,1,70.38,High Risk
EMP_8694,26.0,Married,26.0,Unknown,Research Scientist,Travel_Frequently,Arts,13239.0,8,0,1.0,2,3,1,1,65.85,High Risk
EMP_5429,45.0,Divorced,19.0,Customer Support,Lab Technician,Non-Travel,Arts,11862.0,10,6,2.0,4,3,1,1,71.22,High Risk
EMP_4297,49.0,Married,2.0,Marketing,Recruiter,Travel_Frequently,Medical,13967.0,13,6,1.0,3,1,1,1,65.15,High Risk
EMP_8138,59.0,Unknown,6.0,Manufacturing,Support Specialist,Non-Travel,Medical,23701.0,16,1,4.0,4,3,1,1,71.29,High Risk
EMP_6257,33.0,Divorced,13.0,Human Resources,Sales Representative,Non-Travel,Life Sciences,22742.0,8,7,3.0,3,3,1,1,68.43,High Risk
EMP_3852,56.0,Single,29.0,Customer Support,Accountant,Non-Travel,Life Sciences,8737.0,18,1,3.0,3,4,1,1,68.96,High Risk
EMP_5261,56.0,Unknown,28.0,Operations,Marketing Manager,Travel_Frequently,Marketing,9795.0,6,0,2.0,4,1,1,1,71.16,High Risk
EMP_8839,35.0,Unknown,5.0,Manufacturing,Operations Manager,Travel_Frequently,Arts,13974.0,8,8,1.0,3,4,1,1,69.79,High Risk
EMP_6866,36.0,Divorced,27.0,Human Resources,Paralegal,Non-Travel,Medical,14903.0,20,1,3.0,4,1,1,1,68.15,High Risk
EMP_4424,29.0,Divorced,10.0,Manufacturing,Marketing Executive,Travel_Rarely,MBA,17747.0,16,0,3.0,3,4,1,1,60.85,High Risk
EMP_6965,36.0,Single,2.0,Sales,Manufacturing Director,Travel_Frequently,Marketing,6028.0,5,0,3.0,2,3,1,1,64.85,High Risk
EMP_9505,35.0,Divorced,15.0,Legal,Lab Technician,Travel_Rarely,Other,8241.0,4,2,1.0,4,1,1,1,72.12,High Risk
EMP_8779,39.0,Divorced,22.0,Manufacturing,Recruiter,Travel_Rarely,Arts,23965.0,8,5,1.0,1,3,1,1,63.76,High Risk
EMP_3403,59.0,Married,24.0,Sales,Sales Representative,Non-Travel,Life Sciences,23814.0,3,1,4.0,4,1,1,1,73.88,High Risk
EMP_7413,51.0,Single,7.0,Operations,Research Scientist,Travel_Frequently,MBA,4714.0,2,1,2.0,4,1,1,1,68.07,High Risk
EMP_9589,55.0,Married,16.0,Legal,Paralegal,Non-Travel,Other,7355.0,17,0,1.0,3,4,1,1,64.82,High Risk
EMP_3299,58.0,Married,9.0,Sales,Finance Analyst,Travel_Rarely,Other,3617.0,11,9,1.0,3,2,1,1,70.75,High Risk
EMP_4005,51.0,Single,3.0,Customer Support,IT Manager,Travel_Rarely,MBA,13974.5,5,1,1.0,1,2,1,1,64.25,High Risk
EMP_4213,22.0,Divorced,14.0,Finance,Paralegal,Travel_Frequently,Marketing,23051.0,13,5,4.0,4,4,1,1,62.98,High Risk
EMP_5862,55.0,Divorced,24.0,IT,Support Specialist,Travel_Rarely,Life Sciences,10239.0,8,5,1.0,4,2,1,1,60.46,High Risk
EMP_3166,34.0,Married,21.0,Unknown,Support Specialist,Travel_Rarely,Arts,5037.0,4,4,3.0,4,2,1,1,64.11,High Risk
EMP_3079,44.0,Single,17.0,Unknown,Sales Executive,Travel_Frequently,Life Sciences,19948.0,9,2,3.0,3,1,1,1,63.83,High Risk
EMP_3380,33.0,Divorced,30.0,Manufacturing,Software Engineer,Travel_Frequently,Other,13974.5,2,0,2.0,2,4,1,1,64.43,High Risk
EMP_4580,40.0,Single,13.0,Operations,Manager,Non-Travel,Arts,24798.0,5,4,4.0,1,3,1,1,63.16,High Risk
EMP_5609,33.0,Married,27.0,IT,Production Technician,Travel_Frequently,Other,18572.0,14,0,4.0,1,2,1,1,66.89,High Risk
EMP_4603,59.0,Single,29.0,Customer Support,Support Specialist,Non-Travel,Medical,21082.0,2,0,3.0,4,2,1,1,72.19,High Risk
EMP_2596,24.0,Single,18.0,Human Resources,Marketing Manager,Travel_Frequently,Life Sciences,24128.0,4,0,1.0,1,4,1,1,68.26,High Risk
EMP_7267,36.0,Single,15.0,Unknown,IT Manager,Travel_Frequently,Other,3650.0,16,10,2.0,4,1,1,1,62.84,High Risk
EMP_2881,52.0,Divorced,30.0,Customer Support,Lab Technician,Non-Travel,Technical Degree,12907.0,40,8,3.0,4,2,1,1,66.12,High Risk
EMP_8156,44.0,Married,14.0,Legal,Recruiter,Non-Travel,MBA,18781.0,16,8,2.0,2,1,1,1,62.22,High Risk
EMP_2350,29.0,Married,12.0,Manufacturing,Sales Representative,Non-Travel,Life Sciences,12304.0,2,0,2.0,4,2,1,1,65.72,High Risk
EMP_2871,58.0,Single,24.0,Customer Support,Lab Technician,Travel_Rarely,Life Sciences,19230.0,18,8,1.0,4,2,1,1,68.71,High Risk
EMP_5176,49.0,Married,16.0,Manufacturing,Support Specialist,Travel_Frequently,Other,17592.0,14,1,4.0,4,2,1,1,64.4,High Risk
EMP_8574,52.0,Divorced,18.0,Customer Support,Recruiter,Travel_Rarely,Technical Degree,11472.0,3,2,4.0,2,1,1,1,68.56,High Risk
EMP_7343,29.0,Single,22.0,Finance,Paralegal,Travel_Rarely,Life Sciences,4359.0,40,2,2.0,2,3,1,1,67.16,High Risk
EMP_1736,41.0,Single,28.0,Sales,Finance Analyst,Travel_Frequently,Arts,19716.0,16,1,2.0,3,4,1,1,62.72,High Risk
EMP_8460,56.0,Married,16.0,Manufacturing,Operations Manager,Travel_Rarely,Life Sciences,13974.5,11,8,4.0,2,4,1,1,65.28,High Risk
EMP_3942,41.0,Unknown,13.0,Marketing,Software Engineer,Travel_Frequently,Marketing,23087.0,6,3,2.0,1,4,1,1,62.85,High Risk
EMP_6143,27.0,Single,8.0,Marketing,Recruiter,Travel_Frequently,Marketing,8323.0,20,7,1.0,4,4,1,1,62.89,High Risk
EMP_5755,49.0,Married,15.0,Sales,Paralegal,Travel_Frequently,Other,15702.0,5,0,4.0,4,3,1,1,60.19,High Risk
EMP_8436,41.0,Divorced,5.0,Legal,Sales Representative,Travel_Frequently,Arts,13974.5,3,0,2.0,3,1,1,1,71.32,High Risk
EMP_3055,39.0,Single,27.0,Customer Support,Sales Executive,Travel_Frequently,Marketing,9749.0,15,4,1.0,1,2,1,1,60.69,High Risk
EMP_3210,59.0,Single,10.0,IT,Finance Analyst,Travel_Rarely,MBA,21577.0,16,10,2.0,4,2,1,1,63.29,High Risk
EMP_2116,47.0,Single,9.0,IT,Recruiter,Travel_Frequently,Marketing,20361.0,16,9,2.0,4,3,1,1,62.35,High Risk
EMP_1890,30.0,Married,13.0,Sales,Support Specialist,Travel_Rarely,Medical,24957.0,1,1,4.0,3,1,1,1,69.68,High Risk
EMP_8506,35.0,Married,8.0,Finance,Support Specialist,Travel_Frequently,Life Sciences,15683.0,20,7,3.0,4,2,1,1,64.84,High Risk
EMP_7362,33.0,Unknown,28.0,Unknown,Supply Chain Manager,Travel_Frequently,Technical Degree,22526.0,1,1,1.0,4,1,1,1,65.79,High Risk
EMP_9143,57.0,Divorced,28.0,Sales,IT Manager,Non-Travel,Arts,23106.0,19,8,2.0,4,3,1,1,62.89,High Risk
EMP_9731,57.0,Married,22.0,Operations,Support Specialist,Travel_Rarely,Medical,16745.0,19,8,3.0,1,1,1,1,62.99,High Risk
EMP_9766,60.0,Divorced,27.0,Marketing,Finance Analyst,Non-Travel,Life Sciences,9745.0,8,1,1.0,4,3,1,1,68.74,High Risk
EMP_5949,36.0,Married,27.0,Sales,Manufacturing Director,Travel_Frequently,Other,12558.0,5,1,4.0,2,2,1,1,65.93,High Risk
EMP_8822,30.0,Single,10.0,IT,HR Manager,Non-Travel,Life Sciences,13016.0,8,6,4.0,1,1,1,1,62.33,High Risk
EMP_6948,45.0,Single,11.0,Operations,IT Manager,Non-Travel,Life Sciences,16783.0,14,4,3.0,1,3,1,1,60.62,High Risk
EMP_8439,34.0,Single,14.0,Manufacturing,HR Manager,Travel_Rarely,Life Sciences,19071.0,14,6,3.0,1,2,1,1,61.53,High Risk
EMP_1544,38.0,Divorced,19.0,Sales,Supply Chain Manager,Travel_Rarely,Life Sciences,11663.0,3,0,1.0,4,4,1,1,65.35,High Risk
EMP_4202,38.0,Unknown,3.0,Marketing,Marketing Manager,Travel_Frequently,MBA,8919.0,9,0,3.0,2,3,1,1,69.31,High Risk
EMP_8750,59.0,Married,23.0,Human Resources,Software Engineer,Non-Travel,Marketing,6380.0,16,2,3.0,4,2,1,1,67.32,High Risk
EMP_1871,42.0,Married,24.0,Human Resources,Research Scientist,Non-Travel,Marketing,19098.0,5,4,4.0,1,4,1,1,60.65,High Risk
EMP_1388,28.0,Unknown,11.0,Marketing,Accountant,Travel_Rarely,Life Sciences,16345.0,17,1,2.0,3,2,1,1,62.36,High Risk
EMP_3449,41.0,Divorced,21.0,Marketing,Sales Executive,Non-Travel,Medical,15654.0,11,10,1.0,2,4,1,1,64.85,High Risk
EMP_8320,60.0,Married,25.0,Operations,IT Manager,Travel_Frequently,Arts,9427.0,19,0,4.0,3,3,1,1,73.48,High Risk
EMP_8889,46.0,Married,22.0,Operations,Supply Chain Manager,Travel_Frequently,Technical Degree,11626.0,18,1,1.0,4,1,1,1,68.53,High Risk
EMP_7194,24.0,Divorced,16.0,Legal,Finance Analyst,Non-Travel,Marketing,7958.0,14,4,3.0,2,1,1,1,63.42,High Risk
EMP_8743,23.0,Single,8.0,Finance,Research Scientist,Travel_Rarely,MBA,17968.0,11,10,2.0,2,1,1,1,62.61,High Risk
EMP_2568,50.0,Married,21.0,Manufacturing,Software Engineer,Non-Travel,Other,12119.0,15,3,1.0,3,4,1,1,60.53,High Risk
EMP_1029,33.0,Unknown,2.0,Manufacturing,Support Specialist,Non-Travel,Life Sciences,22596.0,11,5,3.0,4,1,1,1,65.41,High Risk
EMP_2506,26.0,Married,26.0,Manufacturing,Staff,Travel_Rarely,Arts,19552.0,6,3,4.0,3,3,1,1,69.55,High Risk
EMP_2078,57.0,Single,17.0,Operations,Operations Manager,Travel_Frequently,Life Sciences,15685.0,18,0,1.0,3,1,1,1,66.98,High Risk
EMP_4989,52.0,Married,12.0,IT,Manufacturing Director,Non-Travel,Arts,14465.0,0,5,4.0,4,4,1,1,62.36,High Risk
EMP_7528,44.0,Married,10.0,IT,HR Manager,Travel_Frequently,Arts,10457.0,8,0,2.0,4,3,1,1,71.55,High Risk
EMP_6031,46.0,Single,25.0,IT,Supply Chain Manager,Non-Travel,Life Sciences,22164.0,6,3,2.0,3,1,1,1,64.21,High Risk
EMP_3488,58.0,Unknown,3.0,Finance,Legal Counsel,Travel_Frequently,Life Sciences,18176.0,7,5,2.0,3,3,1,1,67.28,High Risk
EMP_2382,27.0,Married,14.0,Manufacturing,IT Manager,Travel_Rarely,Medical,18079.0,12,0,1.0,1,2,1,1,63.95,High Risk
EMP_2226,54.0,Married,12.0,Operations,Supply Chain Manager,Non-Travel,Medical,21024.0,20,0,1.0,2,3,1,1,68.05,High Risk
EMP_5039,26.0,Married,27.0,Finance,Operations Manager,Travel_Frequently,Medical,5642.0,14,10,2.0,1,3,1,1,60.14,High Risk
EMP_2729,51.0,Married,7.0,Customer Support,Customer Service Rep,Travel_Frequently,Life Sciences,23579.0,11,6,4.0,4,4,1,1,67.35,High Risk
EMP_1663,45.0,Single,16.0,Operations,IT Manager,Travel_Frequently,MBA,15330.0,2,1,1.0,3,2,1,1,64.56,High Risk
EMP_8985,27.0,Single,17.0,Human Resources,Support Specialist,Non-Travel,Medical,19853.0,5,3,1.0,4,3,1,1,62.7,High Risk
EMP_5269,60.0,Single,1.0,Finance,Sales Representative,Non-Travel,Medical,5034.0,17,5,2.0,3,1,1,1,64.33,High Risk
EMP_6892,33.0,Single,16.0,Legal,IT Manager,Non-Travel,Other,7112.0,11,8,4.0,3,2,1,1,61.17,High Risk
EMP_6676,31.0,Unknown,28.0,Operations,Software Engineer,Travel_Frequently,Medical,7128.0,2,0,4.0,3,3,1,1,72.58,High Risk
EMP_3789,36.0,Unknown,11.0,Marketing,Research Scientist,Travel_Rarely,Life Sciences,15109.0,2,1,3.0,4,1,1,1,65.32,High Risk
EMP_8405,50.0,Divorced,25.0,Manufacturing,Paralegal,Non-Travel,MBA,14863.0,17,9,1.0,3,4,1,1,60.92,High Risk
EMP_6322,48.0,Married,16.0,Customer Support,Recruiter,Non-Travel,Medical,21026.0,16,10,2.0,1,1,1,1,62.75,High Risk
EMP_6364,33.0,Single,10.0,Sales,HR Manager,Non-Travel,Marketing,16297.0,3,0,4.0,1,2,1,1,63.21,High Risk
EMP_6720,40.0,Single,27.0,Manufacturing,Manufacturing Director,Travel_Rarely,Marketing,22459.0,6,5,1.0,4,2,1,1,61.19,High Risk
EMP_1592,53.0,Divorced,19.0,Unknown,Production Technician,Travel_Rarely,Arts,21374.0,1,1,2.0,4,4,1,1,65.73,High Risk
EMP_7656,48.0,Divorced,1.0,Customer Support,Supply Chain Manager,Travel_Rarely,MBA,22209.0,14,8,3.0,4,1,1,1,61.42,High Risk
EMP_2383,28.0,Unknown,22.0,Human Resources,Sales Representative,Travel_Frequently,Other,19357.0,5,2,2.0,1,4,1,1,66.55,High Risk
EMP_3699,49.0,Single,10.0,Human Resources,Operations Manager,Travel_Frequently,Arts,13974.5,20,1,2.0,3,4,1,1,67.96,High Risk
EMP_7890,49.0,Married,15.0,Unknown,Operations Manager,Non-Travel,Medical,21126.0,18,7,4.0,3,3,1,1,62.38,High Risk
EMP_3888,54.0,Single,21.0,Customer Support,Sales Representative,Travel_Rarely,Marketing,9462.0,7,1,2.0,1,3,1,1,62.41,High Risk
EMP_6224,52.0,Single,10.0,Human Resources,Research Scientist,Travel_Rarely,MBA,16423.0,16,6,4.0,4,4,1,1,66.74,High Risk
EMP_6978,34.0,Divorced,22.0,Operations,Software Engineer,Travel_Rarely,MBA,3660.0,2,1,1.0,4,1,1,1,67.26,High Risk
EMP_4905,50.0,Single,10.0,Legal,Operations Manager,Travel_Frequently,Life Sciences,13974.5,12,1,2.0,4,4,1,1,62.28,High Risk
EMP_8300,54.0,Unknown,23.0,Legal,Marketing Manager,Non-Travel,Technical Degree,10235.0,5,0,4.0,4,3,1,1,67.8,High Risk
EMP_4380,22.0,Divorced,17.0,Legal,Software Engineer,Travel_Frequently,MBA,11897.0,13,9,4.0,3,3,1,1,63.38,High Risk
EMP_4452,58.0,Divorced,16.0,Finance,Software Engineer,Travel_Rarely,Marketing,9041.0,13,6,2.0,4,2,1,1,65.9,High Risk
EMP_1095,40.0,Single,21.0,Manufacturing,Recruiter,Travel_Frequently,MBA,4511.0,20,10,4.0,3,4,1,1,65.2,High Risk
EMP_1205,55.0,Unknown,10.0,Sales,Marketing Executive,Travel_Frequently,MBA,15162.0,17,3,1.0,3,4,1,1,67.96,High Risk
EMP_2540,36.0,Married,21.0,Sales,Support Specialist,Non-Travel,Life Sciences,10224.0,3,2,4.0,1,3,1,1,61.67,High Risk
EMP_8333,50.0,Married,3.0,Operations,Marketing Executive,Travel_Rarely,Marketing,13974.5,6,1,4.0,1,4,1,1,61.8,High Risk
EMP_9850,23.0,Single,7.0,Operations,HR Manager,Travel_Rarely,Life Sciences,11875.0,5,0,2.0,1,4,1,1,65.95,High Risk
EMP_5767,34.0,Divorced,12.0,Customer Support,Support Specialist,Travel_Frequently,Arts,16614.0,11,10,3.0,3,3,1,1,60.45,High Risk
EMP_5447,56.0,Divorced,9.0,Customer Support,Sales Executive,Travel_Rarely,Arts,15405.0,10,3,3.0,3,1,1,1,64.59,High Risk
EMP_9569,44.0,Single,9.0,Finance,Lab Technician,Non-Travel,Other,19441.0,18,5,3.0,3,2,1,1,70.75,High Risk
EMP_1626,29.0,Married,29.0,Legal,Production Technician,Travel_Frequently,Arts,11559.0,6,4,3.0,4,1,1,1,67.98,High Risk
EMP_2310,40.0,Married,19.0,Human Resources,Executive,Non-Travel,Arts,9521.0,17,3,3.0,2,4,1,1,65.83,High Risk
EMP_5531,52.0,Married,23.0,Customer Support,Operations Manager,Travel_Frequently,Medical,13974.5,17,5,2.0,2,4,1,1,63.08,High Risk
EMP_5073,54.0,Single,14.0,Manufacturing,Operations Manager,Travel_Frequently,MBA,13974.5,4,2,3.0,4,1,1,1,67.71,High Risk
EMP_5063,30.0,Married,11.0,Legal,IT Manager,Travel_Frequently,Other,13966.0,15,5,1.0,1,1,1,1,67.82,High Risk
EMP_6751,46.0,Married,28.0,Finance,Legal Counsel,Non-Travel,Technical Degree,21673.0,20,9,2.0,2,2,1,1,64.34,High Risk
EMP_1960,41.0,Divorced,13.0,Legal,Lab Technician,Travel_Frequently,Medical,15227.0,17,10,3.0,1,4,1,1,66.07,High Risk
EMP_7230,36.0,Married,3.0,Human Resources,Manufacturing Director,Travel_Frequently,Medical,6600.0,18,0,2.0,2,4,1,1,63.08,High Risk
EMP_2987,26.0,Married,4.0,Customer Support,Production Technician,Travel_Frequently,Life Sciences,9606.0,4,3,4.0,3,4,1,1,61.72,High Risk
EMP_5008,53.0,Single,26.0,Human Resources,Supply Chain Manager,Non-Travel,Medical,6437.0,20,10,3.0,4,3,1,1,63.81,High Risk
EMP_5914,51.0,Single,12.0,Sales,Operations Manager,Non-Travel,Other,13974.5,2,1,4.0,2,4,1,1,63.39,High Risk
EMP_1280,39.0,Married,6.0,Operations,Recruiter,Non-Travel,MBA,18740.0,8,7,2.0,2,1,1,1,64.51,High Risk
EMP_3944,43.0,Single,3.0,Unknown,Paralegal,Non-Travel,Arts,13328.0,15,2,1.0,2,4,1,1,65.33,High Risk
EMP_3281,28.0,Divorced,2.0,Unknown,Marketing Manager,Non-Travel,Marketing,21039.0,5,2,1.0,2,4,1,1,65.02,High Risk
EMP_2912,41.0,Single,24.0,IT,Operations Manager,Travel_Rarely,Other,22912.0,13,3,4.0,1,4,1,1,60.91,High Risk
EMP_4910,31.0,Married,8.0,Marketing,Supply Chain Manager,Non-Travel,Arts,6496.0,17,2,4.0,2,2,1,1,63.74,High Risk
EMP_5620,36.0,Married,20.0,Marketing,Customer Service Rep,Travel_Frequently,Arts,9978.0,3,0,1.0,3,3,1,1,69.77,High Risk
EMP_8260,45.0,Single,5.0,Legal,HR Manager,Non-Travel,Arts,19110.0,11,3,1.0,2,4,1,1,66.59,High Risk
EMP_8369,59.0,Married,20.0,Finance,Operations Manager,Travel_Frequently,Life Sciences,11697.0,9,6,1.0,4,3,1,1,71.21,High Risk
EMP_4353,52.0,Divorced,5.0,Human Resources,Lab Technician,Non-Travel,Medical,13974.5,9,9,4.0,3,2,1,1,69.21,High Risk
EMP_7382,39.0,Divorced,20.0,Finance,Supply Chain Manager,Travel_Rarely,Life Sciences,6246.0,2,0,3.0,4,2,1,1,70.56,High Risk
EMP_6176,26.0,Married,26.0,Manufacturing,Operations Manager,Travel_Frequently,Arts,7734.0,16,2,3.0,4,3,1,1,69.59,High Risk
EMP_9549,27.0,Divorced,22.0,Sales,Production Technician,Travel_Frequently,Arts,12580.0,4,0,3.0,4,2,1,1,66.79,High Risk
EMP_7023,39.0,Divorced,23.0,Customer Support,Marketing Executive,Non-Travel,Medical,12180.0,9,0,3.0,3,1,1,1,67.21,High Risk
EMP_5013,30.0,Married,1.0,Marketing,Supply Chain Manager,Travel_Rarely,Life Sciences,13974.5,19,0,1.0,2,4,1,1,66.62,High Risk
EMP_6962,23.0,Married,20.0,IT,Paralegal,Travel_Frequently,Technical Degree,15615.0,10,3,3.0,2,1,1,1,60.66,High Risk
EMP_1586,31.0,Single,24.0,Customer Support,Finance Analyst,Non-Travel,Other,14861.0,15,5,4.0,3,1,1,1,65.63,High Risk
EMP_6490,55.0,Divorced,21.0,Legal,Finance Analyst,Travel_Rarely,Life Sciences,10557.0,11,4,1.0,2,1,1,1,60.65,High Risk
EMP_8892,60.0,Single,11.0,Human Resources,HR Manager,Travel_Frequently,Other,10442.0,17,5,3.0,2,3,1,1,69.13,High Risk
EMP_9684,45.0,Single,29.0,Operations,Production Technician,Non-Travel,Technical Degree,15542.0,7,5,2.0,4,2,1,1,66.35,High Risk
EMP_1918,54.0,Divorced,8.0,Unknown,Manufacturing Director,Travel_Frequently,MBA,8343.0,5,2,4.0,4,4,1,1,64.74,High Risk
EMP_4172,44.0,Divorced,19.0,Customer Support,Recruiter,Travel_Rarely,Technical Degree,19746.0,10,3,4.0,3,3,1,1,68.2,High Risk
EMP_4114,31.0,Single,30.0,Finance,Supply Chain Manager,Travel_Rarely,Medical,19080.0,6,1,3.0,1,4,1,1,64.86,High Risk
EMP_8299,38.0,Unknown,13.0,Customer Support,Recruiter,Non-Travel,Marketing,13974.5,10,7,1.0,1,1,1,1,61.31,High Risk
EMP_9373,51.0,Unknown,28.0,Finance,IT Manager,Travel_Rarely,Life Sciences,13974.5,17,5,3.0,2,2,1,1,65.07,High Risk
EMP_2457,59.0,Married,27.0,Operations,HR Manager,Travel_Frequently,Medical,23522.0,7,2,1.0,1,1,1,1,67.68,High Risk
EMP_4762,49.0,Single,7.0,Finance,Sales Representative,Travel_Frequently,Medical,19049.0,20,8,2.0,4,2,1,1,67.05,High Risk
EMP_7726,24.0,Divorced,5.0,Manufacturing,Marketing Executive,Travel_Rarely,Other,50000.0,9,1,2.0,4,1,1,1,65.03,High Risk
EMP_3767,59.0,Married,23.0,Legal,Manufacturing Director,Travel_Frequently,Technical Degree,6737.0,1,1,4.0,1,1,1,1,61.07,High Risk
EMP_6406,24.0,Married,7.0,Legal,Customer Service Rep,Travel_Frequently,Life Sciences,19954.0,18,9,4.0,4,1,1,1,62.77,High Risk
EMP_9598,33.0,Divorced,4.0,Finance,Sales Executive,Travel_Rarely,Arts,5952.0,10,0,4.0,2,2,1,1,66.36,High Risk
EMP_6544,50.0,Divorced,26.0,Legal,Research Scientist,Non-Travel,Life Sciences,8301.0,4,1,4.0,1,1,1,1,63.24,High Risk
EMP_2837,41.0,Divorced,27.0,Human Resources,Recruiter,Travel_Rarely,Life Sciences,4691.0,3,2,1.0,4,1,1,1,70.31,High Risk
EMP_8856,29.0,Single,16.0,Unknown,Customer Service Rep,Non-Travel,Life Sciences,13974.5,17,3,1.0,4,4,1,1,60.3,High Risk
EMP_7798,28.0,Single,2.0,Legal,Accountant,Travel_Rarely,Other,6190.0,12,1,1.0,4,1,1,1,66.28,High Risk
EMP_5576,37.0,Single,10.0,Legal,Marketing Executive,Travel_Rarely,Technical Degree,4513.0,6,6,4.0,3,4,1,1,60.75,High Risk
EMP_4414,24.0,Divorced,25.0,Manufacturing,Manufacturing Director,Travel_Frequently,Medical,10362.0,4,2,3.0,3,2,1,1,68.02,High Risk
EMP_4961,37.0,Single,2.0,Unknown,Manufacturing Director,Non-Travel,MBA,9356.0,3,1,2.0,3,1,1,1,64.57,High Risk
EMP_5935,60.0,Married,6.0,Unknown,IT Manager,Travel_Rarely,Medical,13266.0,9,0,2.0,3,4,1,1,69.74,High Risk
EMP_5993,30.0,Married,6.0,Manufacturing,Accountant,Travel_Rarely,Other,9917.0,6,1,3.0,3,2,1,1,61.02,High Risk
EMP_4045,22.0,Divorced,6.0,Operations,Research Scientist,Travel_Frequently,Medical,4621.0,3,2,1.0,2,2,1,1,63.94,High Risk
EMP_9384,36.0,Married,2.0,Finance,Accountant,Non-Travel,Other,23580.0,13,1,1.0,1,2,1,1,64.3,High Risk
EMP_6002,58.0,Unknown,25.0,Unknown,Sales Representative,Travel_Rarely,Technical Degree,8403.0,12,7,4.0,1,3,1,1,60.64,High Risk
EMP_7363,24.0,Divorced,8.0,Sales,Sales Representative,Travel_Rarely,Arts,11898.0,7,2,2.0,3,3,1,1,70.33,High Risk
EMP_8126,54.0,Single,9.0,Operations,Customer Service Rep,Travel_Rarely,Other,20395.0,13,8,2.0,4,1,1,1,63.37,High Risk
EMP_8787,60.0,Married,26.0,Marketing,IT Manager,Travel_Frequently,MBA,24245.0,9,4,2.0,4,4,1,1,61.42,High Risk
EMP_7111,41.0,Married,18.0,Sales,Sales Representative,Travel_Rarely,Life Sciences,6034.0,5,2,4.0,2,1,1,1,60.23,High Risk
EMP_9822,35.0,Single,7.0,Sales,Customer Service Rep,Travel_Rarely,Other,4098.0,7,4,3.0,2,1,1,1,65.29,High Risk
EMP_6387,51.0,Unknown,25.0,Unknown,Production Technician,Non-Travel,Technical Degree,21831.0,5,0,2.0,1,3,1,1,62.32,High Risk
EMP_2664,25.0,Unknown,18.0,Unknown,IT Manager,Travel_Rarely,Other,16106.0,2,0,2.0,1,4,1,1,65.91,High Risk
EMP_6817,35.0,Single,8.0,Legal,Marketing Manager,Non-Travel,Marketing,16440.0,20,9,4.0,1,1,1,1,66.29,High Risk
EMP_3007,59.0,Married,24.0,Sales,Production Technician,Travel_Rarely,Technical Degree,7529.0,11,1,4.0,1,2,1,1,66.0,High Risk
